"","Gene.stable.ID","Chromosome.scaffold.name","Karyotype.band","HGNC.symbol","chr.arm"
"37646","ENSG00000037897",12,"q14.1","METTL1","12q"
"37647","ENSG00000074319",11,"p15.1","TSG101","11p"
"37648","ENSG00000198492",1,"p35.3","YTHDF2","1p"
"37650","ENSG00000134827",11,"q12.1","TCN1","11q"
"37652","ENSG00000163935",3,"p21.1","SFMBT1","3p"
"37655","ENSG00000140527",15,"q26.1","WDR93","15q"
"37656","ENSG00000141622",18,"q21.1","RNF165","18q"
"37657","ENSG00000134759",18,"q12.2","ELP2","18q"
"37661","ENSG00000166794",15,"q22.31","PPIB","15q"
"37665","ENSG00000165192",23,"p22.2","ASB11","23p"
"37666","ENSG00000135407",12,"q14.1","AVIL","12q"
"37668","ENSG00000145907",5,"q33.1","G3BP1","5q"
"37669","ENSG00000116329",1,"p35.3","OPRD1","1p"
"37670","ENSG00000177483",2,"q37.3","RBM44","2q"
"37672","ENSG00000184709",9,"q34.3","LRRC26","9q"
"37676","ENSG00000133985",14,"q24.2","TTC9","14q"
"37677","ENSG00000239857",7,"p22.3","GET4","7p"
"37678","ENSG00000176884",9,"q34.3","GRIN1","9q"
"37682","ENSG00000231784",17,"p13.3","DBIL5P","17p"
"37689","ENSG00000179409",17,"p13.3","GEMIN4","17p"
"37690","ENSG00000248905",15,"q13.3","FMN1","15q"
"37691","ENSG00000138207",10,"q23.33","RBP4","10q"
"37697","ENSG00000184261",2,"p16.3","KCNK12","2p"
"37708","ENSG00000124831",2,"q37.3","LRRFIP1","2q"
"37718","ENSG00000095002",2,"p21","MSH2","2p"
"37719","ENSG00000131042",19,"q13.42","LILRB2","19q"
"37721","ENSG00000106100",7,"p14.3","NOD1","7p"
"37725","ENSG00000166105",11,"q25","GLB1L3","11q"
"37743","ENSG00000158352",23,"p11.22","SHROOM4","23p"
"37745","ENSG00000111012",12,"q14.1","CYP27B1","12q"
"37750","ENSG00000079462",19,"q13.2","PAFAH1B3","19q"
"37757","ENSG00000134851",4,"q12","TMEM165","4q"
"37759","ENSG00000146085",6,"p12.3","MUT","6p"
"37760","ENSG00000178852",17,"q21.32","EFCAB13","17q"
"37766","ENSG00000131725",23,"q24","WDR44","23q"
"37774","ENSG00000118960",2,"p24.1","HS1BP3","2p"
"37779","ENSG00000277791",17,"q12","PSMB3","17q"
"37781","ENSG00000101544",18,"q23","ADNP2","18q"
"37788","ENSG00000145029",3,"p21.31","NICN1","3p"
"37790","ENSG00000205835",3,"q28","GMNC","3q"
"37792","ENSG00000177556",5,"q33.1","ATOX1","5q"
"37794","ENSG00000123297",12,"q14.1","TSFM","12q"
"37797","ENSG00000079432",19,"q13.2","CIC","19q"
"37799","ENSG00000123843",1,"q32.1","C4BPB","1q"
"37800","ENSG00000188729",3,"q28","OSTN","3q"
"37801","ENSG00000134852",4,"q12","CLOCK","4q"
"37803","ENSG00000103489",16,"p12.3","XYLT1","16p"
"37804","ENSG00000117395",1,"p34.2","EBNA1BP2","1p"
"37807","ENSG00000165527",14,"q21.3","ARF6","14q"
"37817","ENSG00000089327",19,"q13.12","FXYD5","19q"
"37818","ENSG00000198919",3,"q13.13","DZIP3","3q"
"37820","ENSG00000169105",15,"q15.1","CHST14","15q"
"37822","ENSG00000169087",3,"q21.1","HSPBAP1","3q"
"37823","ENSG00000149328",11,"q25","GLB1L2","11q"
"37825","ENSG00000161281",19,"q13.12","COX7A1","19q"
"37826","ENSG00000178928",19,"q13.33","TPRX1","19q"
"37837","ENSG00000182450",11,"q13.1","KCNK4","11q"
"37838","ENSG00000001617",3,"p21.31","SEMA3F","3p"
"37839","ENSG00000165309",10,"p12.2","ARMC3","10p"
"37841","ENSG00000226479",2,"q14.2","TMEM185B","2q"
"37842","ENSG00000273749",15,"q11.2","CYFIP1","15q"
"37843","ENSG00000145020",3,"p21.31","AMT","3p"
"37844","ENSG00000105392",19,"q13.33","CRX","19q"
"37846","ENSG00000251258",6,"q21","RFPL4B","6q"
"37848","ENSG00000136381",15,"q25.1","IREB2","15q"
"37851","ENSG00000122136",9,"q34.3","OBP2A","9q"
"37853","ENSG00000259207",17,"q21.32","ITGB3","17q"
"37855","ENSG00000112769",6,"q21","LAMA4","6q"
"37857","ENSG00000166484",17,"p11.2","MAPK7","17p"
"37859","ENSG00000138463",3,"q21.1","DIRC2","3q"
"37866","ENSG00000104133",15,"q21.1","SPG11","15q"
"37868","ENSG00000105398",19,"q13.33","SULT2A1","19q"
"37869","ENSG00000159904",7,"p22.1","ZNF890P","7p"
"37872","ENSG00000174599",4,"q26","TRAM1L1","4q"
"37875","ENSG00000276070",17,"q12","CCL4L2","17q"
"37877","ENSG00000123094",12,"p12.1","RASSF8","12p"
"37880","ENSG00000152492",3,"q28","CCDC50","3q"
"37881","ENSG00000257702",2,"p13.1","LBX2-AS1","2p"
"37883","ENSG00000205436",14,"q32.32","EXOC3L4","14q"
"37884","ENSG00000188334",19,"q13.33","BSPH1","19q"
"37886","ENSG00000179528",2,"p13.1","LBX2","2p"
"37890","ENSG00000123838",1,"q32.2","C4BPA","1q"
"37892","ENSG00000106976",9,"q34.11","DNM1","9q"
"37893","ENSG00000165215",7,"q11.23","CLDN3","7q"
"37901","ENSG00000136270",7,"p13","TBRG4","7p"
"37912","ENSG00000055732",1,"p22.3","MCOLN3","1p"
"37915","ENSG00000188368",19,"q13.2","PRR19","19q"
"37917","ENSG00000179178",1,"p34.2","TMEM125","1p"
"37919","ENSG00000179097",3,"p11.1","HTR1F","3p"
"37920","ENSG00000136436",17,"q21.32","CALCOCO2","17q"
"37923","ENSG00000157954",7,"p22.1","WIPI2","7p"
"37928","ENSG00000099250",10,"p11.22","NRP1","10p"
"37931","ENSG00000164438",5,"q35.1","TLX3","5q"
"37933","ENSG00000166482",17,"p11.2","MFAP4","17p"
"37935","ENSG00000162521",1,"p35.1","RBBP4","1p"
"37936","ENSG00000177283",10,"p11.21","FZD8","10p"
"37938","ENSG00000196357",19,"q13.12","ZNF565","19q"
"37939","ENSG00000147316",8,"p23.1","MCPH1","8p"
"37945","ENSG00000196352",1,"q32.2","CD55","1q"
"37948","ENSG00000152894",6,"q22.33","PTPRK","6q"
"37957","ENSG00000167635",19,"q13.12","ZNF146","19q"
"37958","ENSG00000115216",2,"p23.3","NRBP1","2p"
"37959","ENSG00000003756",3,"p21.31","RBM5","3p"
"37960","ENSG00000142945",1,"p34.1","KIF2C","1p"
"37961","ENSG00000184613",12,"q12","NELL2","12q"
"37962","ENSG00000198453",19,"q13.12","ZNF568","19q"
"37965","ENSG00000248124",16,"p12.2","RRN3P1","16p"
"37974","ENSG00000091879",8,"p23.1","ANGPT2","8p"
"37977","ENSG00000140157",15,"q11.2","NIPA2","15q"
"37981","ENSG00000162643",1,"p22.3","WDR63","1p"
"37989","ENSG00000154447",4,"q33","SH3RF1","4q"
"37992","ENSG00000189143",7,"q11.23","CLDN4","7q"
"37993","ENSG00000198814",23,"p21.2","GK","23p"
"37994","ENSG00000082293",6,"q13","COL19A1","6q"
"37995","ENSG00000153395",5,"p15.33","LPCAT1","5p"
"37996","ENSG00000108641",17,"p11.2","B9D1","17p"
"38004","ENSG00000172456",1,"p32.1","FGGY","1p"
"38005","ENSG00000246082",3,"q22.1","NUDT16P1","3q"
"38006","ENSG00000240935",2,"q12.2","PLGLA","2q"
"38007","ENSG00000130164",19,"p13.2","LDLR","19p"
"38008","ENSG00000034533",3,"q22.1","ASTE1","3q"
"38009","ENSG00000153165",2,"q12.2","RGPD3","2q"
"38013","ENSG00000175329",22,"q12.3","ISX","22q"
"38014","ENSG00000107147",9,"q34.3","KCNT1","9q"
"38016","ENSG00000171014",11,"q24.1","OR4D5","11q"
"38020","ENSG00000181499",11,"q24.1","OR6T1","11q"
"38021","ENSG00000179021",3,"p11.1","C3orf38","3p"
"38027","ENSG00000196248",11,"q24.1","OR10S1","11q"
"38028","ENSG00000204528",6,"p21.33","PSORS1C3","6p"
"38032","ENSG00000175105",3,"p11.1","ZNF654","3p"
"38033","ENSG00000187997",17,"q25.3","C17orf99","17q"
"38034","ENSG00000204531",6,"p21.33","POU5F1","6p"
"38036","ENSG00000119801",2,"p23.1","YPEL5","2p"
"38044","ENSG00000276293",17,"q12","PIP4K2B","17q"
"38048","ENSG00000150540",2,"q22.1","HNMT","2q"
"38049","ENSG00000163320",3,"p11.1","CGGBP1","3p"
"38052","ENSG00000254737",11,"q24.2","OR10G4","11q"
"38053","ENSG00000236981",11,"q24.2","OR10G9","11q"
"38059","ENSG00000234560",11,"q24.2","OR10G8","11q"
"38062","ENSG00000106588",7,"p14.1","PSMA2","7p"
"38063","ENSG00000168216",6,"q13","LMBRD1","6q"
"38064","ENSG00000188100",10,"q23.2","FAM25A","10q"
"38065","ENSG00000182634",11,"q24.2","OR10G7","11q"
"38079","ENSG00000136688",2,"q14.1","IL36G","2q"
"38083","ENSG00000108639",17,"q25.3","SYNGR2","17q"
"38087","ENSG00000178997",15,"q15.1","EXD1","15q"
"38090","ENSG00000271880",10,"q23.2","AGAP11","10q"
"38091","ENSG00000162520",1,"p35.1","SYNC","1p"
"38092","ENSG00000185215",14,"q32.32","TNFAIP2","14q"
"38093","ENSG00000173267",10,"q23.2","SNCG","10q"
"38094","ENSG00000139132",12,"p11.21","FGD4","12p"
"38098","ENSG00000106105",7,"p14.3","GARS","7p"
"38099","ENSG00000163528",3,"p25.1","CHCHD4","3p"
"38101","ENSG00000150676",11,"q14.1","CCDC83","11q"
"38103","ENSG00000189001",19,"q13.12","SBSN","19q"
"38108","ENSG00000171617",5,"q13.3","ENC1","5q"
"38110","ENSG00000106591",7,"p14.1","MRPL32","7p"
"38112","ENSG00000129028",15,"q23","THAP10","15q"
"38113","ENSG00000107669",10,"q26.13","ATE1","10q"
"38118","ENSG00000173269",10,"q23.2","MMRN2","10q"
"38122","ENSG00000230368",1,"p36.33","FAM41C","1p"
"38123","ENSG00000206140",22,"q11.21","TMEM191C","22q"
"38127","ENSG00000137821",15,"q23","LRRC49","15q"
"38131","ENSG00000110455",11,"p11.2","ACCS","11p"
"38134","ENSG00000136197",7,"p14.1","C7orf25","7p"
"38138","ENSG00000274641",6,"p22.1","HIST1H2BO","6p"
"38139","ENSG00000004534",3,"p21.31","RBM6","3p"
"38141","ENSG00000006625",7,"p14.3","GGCT","7p"
"38142","ENSG00000093167",3,"p22.2","LRRFIP2","3p"
"38144","ENSG00000164347",5,"q13.3","GFM2","5q"
"38148","ENSG00000152822",6,"q24.3","GRM1","6q"
"38150","ENSG00000188991",12,"p12.3","SLC15A5","12p"
"38151","ENSG00000053524",3,"q27.1","MCF2L2","3q"
"38152","ENSG00000142937",1,"p34.1","RPS8","1p"
"38156","ENSG00000167397",16,"p11.2","VKORC1","16p"
"38160","ENSG00000165806",10,"q25.3","CASP7","10q"
"38161","ENSG00000141424",18,"q12.2","SLC39A6","18q"
"38163","ENSG00000151338",14,"q13.3","MIPOL1","14q"
"38168","ENSG00000185986",5,"p15.33","SDHAP3","5p"
"38169","ENSG00000235408",20,"q11.23","SNORA71B","20q"
"38172","ENSG00000117322",1,"q32.2","CR2","1q"
"38183","ENSG00000151006",16,"p11.2","PRSS53","16p"
"38185","ENSG00000267270",18,"q23","PARD6G-AS1","18q"
"38188","ENSG00000104131",15,"q21.1","EIF3J","15q"
"38189","ENSG00000175325",5,"q35.3","PROP1","5q"
"38191","ENSG00000074706",6,"q25.2","IPCEF1","6q"
"38192","ENSG00000178184",18,"q23","PARD6G","18q"
"38193","ENSG00000167395",16,"p11.2","ZNF646","16p"
"38195","ENSG00000006432",14,"q24.2","MAP3K9","14q"
"38211","ENSG00000118816",4,"q21.1","CCNI","4q"
"38214","ENSG00000119689",14,"q24.3","DLST","14q"
"38215","ENSG00000075886",2,"q21.1","TUBA3D","2q"
"38216","ENSG00000163394",4,"p15.2","CCKAR","4p"
"38218","ENSG00000161888",19,"p13.2","SPC24","19p"
"38222","ENSG00000136694",2,"q14.1","IL36A","2q"
"38224","ENSG00000173272",2,"q21.1","MZT2A","2q"
"38225","ENSG00000213865",8,"q13.1","C8orf44","8q"
"38228","ENSG00000183770",3,"q22.3","FOXL2","3q"
"38229","ENSG00000031081",3,"q13.32","ARHGAP31","3q"
"38232","ENSG00000095321",9,"q34.11","CRAT","9q"
"38235","ENSG00000236176",13,"q31.3","LINC00353","13q"
"38237","ENSG00000104205",8,"q13.1","SGK3","8q"
"38240","ENSG00000176024",19,"q13.41","ZNF613","19q"
"38255","ENSG00000130385",23,"p11.22","BMP15","23p"
"38257","ENSG00000104522",8,"q24.3","TSTA3","8q"
"38259","ENSG00000128731",15,"q13.1","HERC2","15q"
"38260","ENSG00000179965",16,"p11.2","ZNF771","16p"
"38264","ENSG00000166823",15,"q26.1","MESP1","15q"
"38269","ENSG00000113580",5,"q31.3","NR3C1","5q"
"38274","ENSG00000203710",1,"q32.2","CR1","1q"
"38280","ENSG00000179958",16,"p11.2","DCTPP1","16p"
"38282","ENSG00000176597",3,"q27.1","B3GNT5","3q"
"38287","ENSG00000153956",7,"q21.11","CACNA2D1","7q"
"38288","ENSG00000256683",19,"q13.41","ZNF350","19q"
"38290","ENSG00000164346",5,"q13.3","NSA2","5q"
"38292","ENSG00000234186",16,"p12.1","C16orf82","16p"
"38293","ENSG00000204677",5,"q35.3","FAM153C","5q"
"38295","ENSG00000136696",2,"q14.1","IL36B","2q"
"38298","ENSG00000138764",4,"q21.1","CCNG2","4q"
"38300","ENSG00000149089",11,"p13","APIP","11p"
"38301","ENSG00000168131",6,"p22.1","OR2B2","6p"
"38304","ENSG00000049860",5,"q13.3","HEXB","5q"
"38307","ENSG00000176720",2,"q37.3","BOK","2q"
"38310","ENSG00000251533",14,"q32.32","LINC00605","14q"
"38322","ENSG00000234235",2,"q37.3","BOK-AS1","2q"
"38324","ENSG00000188095",15,"q26.1","MESP2","15q"
"38325","ENSG00000118508",6,"q24.3","RAB32","6q"
"38327","ENSG00000257780",12,"q13.2","GLYCAM1","12q"
"38333","ENSG00000184939",16,"q22.1","ZFP90","16q"
"38334","ENSG00000142700",1,"p32.3","DMRTA2","1p"
"38335","ENSG00000136695",2,"q14.1","IL36RN","2q"
"38336","ENSG00000135413",12,"q13.2","LACRT","12q"
"38337","ENSG00000097096",1,"p22.3","SYDE2","1p"
"38342","ENSG00000162642",1,"p22.3","C1orf52","1p"
"38343","ENSG00000110435",11,"p13","PDHX","11p"
"38345","ENSG00000144118",2,"q14.2","RALB","2q"
"38349","ENSG00000087076",19,"q13.33","HSD17B14","19q"
"38350","ENSG00000241878",22,"q12.2","PISD","22q"
"38357","ENSG00000092009",14,"q12","CMA1","14q"
"38361","ENSG00000232677",19,"q13.12","LINC00665","19q"
"38365","ENSG00000184083",23,"p11.22","FAM120C","23p"
"38366","ENSG00000185104",1,"p32.3","FAF1","1p"
"38368","ENSG00000168619",8,"p11.22","ADAM18","8p"
"38373","ENSG00000140006",14,"q23.2","WDR89","14q"
"38377","ENSG00000197619",19,"q13.41","ZNF615","19q"
"38389","ENSG00000154864",18,"p11.21","PIEZO2","18p"
"38397","ENSG00000165494",11,"q14.1","PCF11","11q"
"38399","ENSG00000126821",14,"q23.2","SGPP1","14q"
"38400","ENSG00000163898",3,"q27.2","LIPH","3q"
"38403","ENSG00000161634",12,"q13.2","DCD","12q"
"38404","ENSG00000112038",6,"q25.2","OPRM1","6q"
"38405","ENSG00000100448",14,"q12","CTSG","14q"
"38408","ENSG00000122133",9,"q34.3","PAEP","9q"
"38409","ENSG00000099994",22,"q11.23","SUSD2","22q"
"38410","ENSG00000085382",6,"q16.3","HACE1","6q"
"38413","ENSG00000180817",10,"q22.1","PPA1","10q"
"38415","ENSG00000008394",12,"p12.3","MGST1","12p"
"38416","ENSG00000198780",5,"q13.3","FAM169A","5q"
"38420","ENSG00000165732",10,"q22.1","DDX21","10q"
"38424","ENSG00000100453",14,"q12","GZMB","14q"
"38425","ENSG00000172551",12,"q13.2","MUCL1","12q"
"38426","ENSG00000166407",11,"p15.4","LMO1","11p"
"38427","ENSG00000166173",15,"q23","LARP6","15q"
"38429","ENSG00000141665",18,"q22.3","FBXO15","18q"
"38430","ENSG00000148337",9,"q34.11","CIZ1","9q"
"38431","ENSG00000108443",17,"q23.1","RPS6KB1","17q"
"38432","ENSG00000197272",16,"p11.2","IL27","16p"
"38439","ENSG00000105559",19,"q13.33","PLEKHA4","19q"
"38441","ENSG00000115289",2,"p13.1","PCGF1","2p"
"38442","ENSG00000160396",19,"q13.2","HIPK4","19q"
"38443","ENSG00000185721",22,"q12.2","DRG1","22q"
"38448","ENSG00000175564",11,"q13.4","UCP3","11q"
"38450","ENSG00000124657",6,"p22.1","OR2B6","6p"
"38454","ENSG00000100664",14,"q32.32","EIF5","14q"
"38459","ENSG00000105223",19,"q13.2","PLD3","19q"
"38460","ENSG00000100450",14,"q12","GZMH","14q"
"38462","ENSG00000048540",12,"p12.3","LMO3","12p"
"38463","ENSG00000137494",11,"q14.1","ANKRD42","11q"
"38464","ENSG00000015592",8,"p21.2","STMN4","8p"
"38465","ENSG00000110002",11,"q24.2","VWA5A","11q"
"38467","ENSG00000134909",11,"q24.3","ARHGAP32","11q"
"38468","ENSG00000110492",11,"p11.2","MDK","11p"
"38469","ENSG00000010671",23,"q22.1","BTK","23q"
"38470","ENSG00000198208",14,"q24.3","RPS6KL1","14q"
"38471","ENSG00000206560",3,"p25.1","ANKRD28","3p"
"38472","ENSG00000095464",10,"q23.33","PDE6C","10q"
"38473","ENSG00000142065",19,"q13.12","ZFP14","19q"
"38474","ENSG00000122824",23,"p11.22","NUDT10","23p"
"38478","ENSG00000198887",9,"q21.12","SMC5","9q"
"38483","ENSG00000176142",3,"q13.33","TMEM39A","3q"
"38484","ENSG00000140557",15,"q26.1","ST8SIA2","15q"
"38486","ENSG00000198089",22,"q12.2","SFI1","22q"
"38487","ENSG00000181007",19,"q13.12","ZFP82","19q"
"38489","ENSG00000214826",12,"p13.31","DDX12P","12p"
"38495","ENSG00000151348",11,"p11.2","EXT2","11p"
"38496","ENSG00000081051",4,"q13.3","AFP","4q"
"38499","ENSG00000188803",17,"p12","SHISA6","17p"
"38501","ENSG00000168397",2,"q37.3","ATG4B","2q"
"38502","ENSG00000173153",11,"q13.1","ESRRA","11q"
"38503","ENSG00000100485",14,"q21.3","SOS2","14q"
"38506","ENSG00000137500",11,"q14.1","CCDC90B","11q"
"38510","ENSG00000189050",17,"q23.1","RNFT1","17q"
"38511","ENSG00000187446",15,"q15.1","CHP1","15q"
"38512","ENSG00000155666",16,"p12.1","KDM8","16p"
"38513","ENSG00000145911",5,"q35.3","N4BP3","5q"
"38519","ENSG00000134709",1,"p32.1","HOOK1","1p"
"38520","ENSG00000176046",16,"p11.2","NUPR1","16p"
"38522","ENSG00000125744",19,"q13.32","RTN2","19q"
"38527","ENSG00000197721",1,"q32.2","CR1L","1q"
"38529","ENSG00000105220",19,"q13.11","GPI","19q"
"38531","ENSG00000170396",2,"q32.1","ZNF804A","2q"
"38533","ENSG00000123416",12,"q13.12","TUBA1B","12q"
"38534","ENSG00000196419",22,"q13.2","XRCC6","22q"
"38536","ENSG00000196368",23,"p11.22","NUDT11","23p"
"38542","ENSG00000173113",11,"q13.1","TRMT112","11q"
"38544","ENSG00000267104",17,"q23.1","TBC1D3P1-DHX40P1","17q"
"38553","ENSG00000187821",4,"q35.1","HELT","4q"
"38555","ENSG00000198792",22,"q13.1","TMEM184B","22q"
"38556","ENSG00000087074",19,"q13.33","PPP1R15A","19q"
"38557","ENSG00000261446",13,"q31.3","LINC00559","13q"
"38559","ENSG00000164100",4,"q26","NDST3","4q"
"38561","ENSG00000122026",13,"q12.2","RPL21","13q"
"38562","ENSG00000133731",8,"q21.13","IMPA1","8q"
"38563","ENSG00000117335",1,"q32.2","CD46","1q"
"38564","ENSG00000167619",19,"q13.2","TMEM145","19q"
"38568","ENSG00000135426",12,"q13.2","TESPA1","12q"
"38572","ENSG00000197114",20,"q13.33","ZGPAT","20q"
"38575","ENSG00000167900",17,"q25.3","TK1","17q"
"38580","ENSG00000273559",17,"q12","CWC25","17q"
"38584","ENSG00000105679",19,"q13.12","GAPDHS","19q"
"38588","ENSG00000204007",9,"q34.3","GLT6D1","9q"
"38589","ENSG00000213005",8,"q13.1","PTTG3P","8q"
"38593","ENSG00000168421",4,"p14","RHOH","4p"
"38598","ENSG00000168286",16,"q22.1","THAP11","16q"
"38599","ENSG00000143870",2,"p25.1","PDIA6","2p"
"38600","ENSG00000142867",1,"p22.3","BCL10","1p"
"38607","ENSG00000092758",20,"q13.33","COL9A3","20q"
"38608","ENSG00000102901",16,"q22.1","CENPT","16q"
"38610","ENSG00000213889",19,"q13.32","PPM1N","19q"
"38614","ENSG00000144228",2,"q22.1","SPOPL","2q"
"38615","ENSG00000160392",19,"q13.2","C19orf47","19q"
"38617","ENSG00000148690",10,"q23.33","FRA10AC1","10q"
"38619","ENSG00000137310",6,"p21.33","TCF19","6p"
"38621","ENSG00000105677",19,"q13.12","TMEM147","19q"
"38622","ENSG00000153904",1,"p22.3","DDAH1","1p"
"38623","ENSG00000138356",2,"q33.1","AOX1","2q"
"38624","ENSG00000233614",16,"p13.3","DDX11L10","16p"
"38625","ENSG00000156234",4,"q21.1","CXCL13","4q"
"38627","ENSG00000187116",19,"q13.42","LILRA5","19q"
"38630","ENSG00000166825",15,"q26.1","ANPEP","15q"
"38632","ENSG00000132004",19,"p13.13","FBXW9","19p"
"38633","ENSG00000145495",5,"p15.2","MARCH6","5p"
"38637","ENSG00000115297",2,"p13.1","TLX2","2p"
"38640","ENSG00000196632",23,"p11.22","WNK3","23p"
"38646","ENSG00000239961",19,"q13.42","LILRA4","19q"
"38648","ENSG00000115904",2,"p22.1","SOS1","2p"
"38649","ENSG00000145888",5,"q33.1","GLRA1","5q"
"38653","ENSG00000267060",17,"q21.31","PTGES3L","17q"
"38656","ENSG00000123080",1,"p32.3","CDKN2C","1p"
"38659","ENSG00000026036",20,"q13.33","RTEL1-TNFRSF6B","20q"
"38660","ENSG00000118492",6,"q24.3","ADGB","6q"
"38662","ENSG00000181163",5,"q35.1","NPM1","5q"
"38664","ENSG00000097007",9,"q34.12","ABL1","9q"
"38667","ENSG00000005339",16,"p13.3","CREBBP","16p"
"38669","ENSG00000119630",14,"q24.3","PGF","14q"
"38679","ENSG00000164284",5,"q32","GRPEL2","5q"
"38680","ENSG00000137962",1,"p22.1","ARHGAP29","1p"
"38684","ENSG00000130584",20,"q13.33","ZBTB46","20q"
"38686","ENSG00000101391",20,"q11.21","CDK5RAP1","20q"
"38688","ENSG00000136697",2,"q14.1","IL1F10","2q"
"38689","ENSG00000104804",19,"q13.33","TULP2","19q"
"38690","ENSG00000243509",20,"q13.33","TNFRSF6B","20q"
"38697","ENSG00000266967",17,"q21.31","AARSD1","17q"
"38698","ENSG00000186017",19,"q13.12","ZNF566","19q"
"38699","ENSG00000188976",1,"p36.33","NOC2L","1p"
"38700","ENSG00000203896",20,"q13.33","LIME1","20q"
"38705","ENSG00000129514",14,"q21.1","FOXA1","14q"
"38706","ENSG00000183309",8,"q24.3","ZNF623","8q"
"38709","ENSG00000107672",10,"q26.13","NSMCE4A","10q"
"38712","ENSG00000148090",9,"q22.31","AUH","9q"
"38717","ENSG00000142556",19,"q13.41","ZNF614","19q"
"38721","ENSG00000189369",23,"p11.22","GSPT2","23p"
"38723","ENSG00000160953",19,"p13.3","MUM1","19p"
"38728","ENSG00000188283",19,"q13.12","ZNF383","19q"
"38730","ENSG00000148386",9,"q34.3","LCN9","9q"
"38731","ENSG00000134716",1,"p32.1","CYP2J2","1p"
"38733","ENSG00000184708",22,"q12.2","EIF4ENIF1","22q"
"38735","ENSG00000204006",1,"p32.3","C1orf185","1p"
"38738","ENSG00000139574",12,"q13.13","NPFF","12q"
"38740","ENSG00000075336",18,"q22.3","TIMM21","18q"
"38743","ENSG00000101246",20,"q13.33","ARFRP1","20q"
"38750","ENSG00000165643",9,"q34.3","SOHLH1","9q"
"38751","ENSG00000163810",3,"p21.31","TGM4","3p"
"38753","ENSG00000170653",12,"q13.13","ATF7","12q"
"38756","ENSG00000165030",9,"q22.31","NFIL3","9q"
"38757","ENSG00000123091",1,"p32.3","RNF11","1p"
"38758","ENSG00000187634",1,"p36.33","SAMD11","1p"
"38760","ENSG00000117528",1,"p21.3","ABCD3","1p"
"38763","ENSG00000101190",20,"q13.33","TCFL5","20q"
"38765","ENSG00000175215",12,"q14.1","CTDSP2","12q"
"38770","ENSG00000148734",10,"q22.1","NPFFR1","10q"
"38771","ENSG00000077044",2,"q37.1","DGKD","2q"
"38772","ENSG00000197050",19,"q13.12","ZNF420","19q"
"38773","ENSG00000148513",10,"p11.21","ANKRD30A","10p"
"38775","ENSG00000122679",7,"p13","RAMP3","7p"
"38776","ENSG00000119718",14,"q24.3","EIF2B2","14q"
"38777","ENSG00000145916",5,"q35.3","RMND5B","5q"
"38778","ENSG00000176946",2,"q37.3","THAP4","2q"
"38780","ENSG00000108825",17,"q21.31","PTGES3L-AARSD1","17q"
"38781","ENSG00000233838",20,"q13.33","DPH3P1","20q"
"38783","ENSG00000170298",17,"p11.2","LGALS9B","17p"
"38785","ENSG00000126249",19,"q13.11","PDCD2L","19q"
"38787","ENSG00000143882",2,"p25.1","ATP6V1C2","2p"
"38789","ENSG00000171421",5,"p15.33","MRPL36","5p"
"38793","ENSG00000184009",17,"q25.3","ACTG1","17q"
"38795","ENSG00000254004",19,"q13.12","ZNF260","19q"
"38798","ENSG00000245680",19,"q13.12","ZNF585B","19q"
"38801","ENSG00000079557",4,"q13.3","AFM","4q"
"38803","ENSG00000163914",3,"q22.1","RHO","3q"
"38804","ENSG00000156687",8,"p12","UNC5D","8p"
"38810","ENSG00000197608",19,"q13.41","ZNF841","19q"
"38812","ENSG00000161298",19,"q13.12","ZNF382","19q"
"38814","ENSG00000236761",6,"q23.2","CTAGE9","6q"
"38816","ENSG00000179918",16,"p11.2","SEPHS2","16p"
"38817","ENSG00000236996",6,"p12.1","MLIP-IT1","6p"
"38818","ENSG00000180658",6,"q23.2","OR2A4","6q"
"38824","ENSG00000138767",4,"q21.1","CNOT6L","4q"
"38825","ENSG00000146147",6,"p12.1","MLIP","6p"
"38828","ENSG00000178804",3,"q22.1","H1FOO","3q"
"38830","ENSG00000154269",6,"q23.2","ENPP3","6q"
"38837","ENSG00000256087",19,"q13.41","ZNF432","19q"
"38841","ENSG00000143995",2,"p14","MEIS1","2p"
"38852","ENSG00000186020",19,"q13.12","ZNF529","19q"
"38853","ENSG00000196967",19,"q13.12","ZNF585A","19q"
"38859","ENSG00000109956",11,"q25","B3GAT1","11q"
"38863","ENSG00000172940",3,"p22.2","SLC22A13","3p"
"38871","ENSG00000119684",14,"q24.3","MLH3","14q"
